handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_c8efaf79-7145-45b5-13f3-6e4b5ed690ed,Variant,,,,,,,,,true,,,2,0.1,,,,Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c8efaf79-7145-45b5-13f3-6e4b5ed690ed,Variant,,,,,,,,25.0,true,,,2,0.1,,,,Silver Plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ef7d0175-8661-42ae-3564-71f7c24e1c16,Product,Saxo tenor Keilwerth SX90R - Negro con llaves doradas,"<p><strong>Saxo tenor Keilwerth SX90R&nbsp;</strong></p><p>&nbsp;</p><p>Serie profesional. Fabricado en Alemania.</p><p>Acabado tipo ""Shadow"" pero con llaves doradas.</p><p>Rolled tone holes. Llaves de palma regulables</p><p>Segunda mano. Calibrado y listo para tocar. En excelente estado.</p><p>Con estuche anatómico</p>",c7f112_7b7570f75c424a0aa0d4284ac260be2e~mv2.jpg;c7f112_35276ef017d34e2181d5d15109707bc6~mv2.jpg;c7f112_5083cdaec29d421681e9da4563e36689~mv2.jpg;c7f112_7fded53289fd427189c0de0f4af2a17d~mv2.jpg;c7f112_6b76b04aff414b748ac2482dc3488c7b~mv2.jpg;c7f112_fd65ac0bf6f64af79086fded50039fe4~mv2.jpg;c7f112_9cc1d354339c491ab1a3fb7970ddad55~mv2.jpg;c7f112_a010000bb39940119cd574328375a88e~mv2.jpg;c7f112_42f10acb9c8d48b0b438e00aa1745297~mv2.jpg;c7f112_af0d50b54f6a44f38d6e037e27d1d65c~mv2.jpg,Instrumentos Segunda Mano;Saxo tenor Segunda Mano,,Vendido ,3600.0,,true,PERCENT,0.0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keilwerth
product_1bb0d2c0-df6e-6dfa-c8fc-3a4224eec171,Product,Trombón King Cleveland 605  U.S.A.,"<p><strong>Trombón King Cleveland 605 U.S.A.</strong></p><p>Made in USA - Usado</p><p>Muy buen sonido, ideal para Jazz</p><p>&nbsp;</p>",c7f112_585be3178bb8458d9b2e1a20277e2d2d~mv2.jpg;c7f112_fe75a3b886fd44f2aef3c032c1cbc68d~mv2.jpg;c7f112_6d9691775e394afeb3123eaf59516b03~mv2.jpg;c7f112_dbf8ba6c3036430faae76bd0528399f5~mv2.jpg;c7f112_cefac7e5763342fba5696dfbe7529a21~mv2.jpg,Instrumentos Segunda Mano;Trombón Segunda Mano,,Vendido ,450.0,,true,PERCENT,0.0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King
product_5ded5041-2f3e-4921-1c66-b791704dbfba,Product,Trompeta Blessing ML-1 U.S.A.,"<p><strong>Trompeta Blessing ML-1</strong></p><p>&nbsp;</p><p>Made in USA - Usada</p><p>En excelente estado, sin golpes</p><p>Estuche rígido Yamaha</p><p>Boquilla Blessing&nbsp;7c</p><p>&nbsp;</p>",c7f112_1a9db25ae8854fc1ad3f060d1cab80df~mv2.jpg;c7f112_7285b1acafa04793857fe2ddd46041a2~mv2.jpg;c7f112_c164becf823844cab9e03d3eff8df6c9~mv2.jpg;c7f112_4b2338face3743c6b270b4acabfcf5ce~mv2.jpg;c7f112_e304e3dec2404ff9a1926b919addc03b~mv2.jpg;c7f112_6ebc353f55004443a814cdd15ed12bbb~mv2.jpg,Trompeta Segunda Mano,,Vendida,600.0,,true,PERCENT,0.0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blessing
product_67acac7d-42d9-3b7d-88ba-87cb3ebda191,Product,"Saxo tenor Buffet Crampon ""serie 100""","<p><strong>Saxo tenor Buffet Crampon ""serie 100""</strong></p><p>&nbsp;</p><p>Serie de estudio de la popular marca francesa.</p><p>Segunda mano. Calibrado y listo para tocar.</p><p>Con estuche original</p>",c7f112_3f5bbfc7e01c486f86d4693aeac80aae~mv2.jpg;c7f112_6005487228af4704be161fb3c0e35404~mv2.jpg;c7f112_36227fe40ba64155b700c3337db436ef~mv2.jpg;c7f112_ed9cc9d8580d460ab378aa268cdd224b~mv2.jpg;c7f112_26b89c986b134780ba137f9c67d37bba~mv2.jpg;c7f112_d0ec3d50fbd14a29b2f1d869f22c0c9e~mv2.jpg,Instrumentos Segunda Mano;Saxo tenor Segunda Mano,,,650.0,,false,PERCENT,0.0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buffet Crampon
product_a01c9c04-72d8-d53b-2f32-2a2d6d0504a5,Product,Akai EWI 5000 - Controlador Midi de viento,"<p><strong>Akai EWI 5000</strong></p><p><strong>Inalámbrico - Librería de sonidos incorporados</strong></p><p>&nbsp;</p><p>El Akai EWI 5000 es un instrumento electrónico de viento diseñado para músicos que desean ir más allá, utilizando un controlador fácil de tocar. Representa la síntesis de décadas de experiencia en el diseño de instrumentos electrónicos de viento, que se han materializado en el controlador EWI más asequible y fácil de utilizar.<br><br>Akai Professional es la compañía líder en el diseño de instrumentos electrónicos de viento. Durante más de 20 años, Akai Professional ha estado estudiando el arte de la interpretación con saxofón, clarinete, oboe, fagot y otros instrumentos tradicionales de viento para desarrollar instrumentos electrónicos de viento que permiten que el intérprete pueda disfrutar del mismo control expresivo que con un instrumento tradicional.<br><br>Akai EWI 5000 proporciona a los intérpretes de instrumentos de viento las mismas posibilidades expresivas que hasta ahora solo podían encontrarse en instrumentos mucho más caros.&nbsp;<br><br>EWI 5000 ofrece diferentes tipos de digitación, incluyendo saxo, EWI tradicional, flauta. Oboe y EVI (metales), por lo que es adecuado tanto para estudiantes como para intérpretes profesionales.</p><p>&nbsp;</p><ul>	<li>Boquilla con sensor de nivel de presión de aire y sensor de mordida</li>	<li>13 sensores táctiles</li>	<li>8 diales de precisión para instrumentos y efectos</li>	<li>Rodillos de octava: 6 móviles y 2 sensores táctiles fijos (rango de 8 octavas)</li>	<li>2 placas de pitch bend</li>	<li>Audio estéreo inalámbrico (2.4GHz)</li>	<li>Salida de línea TRS de 1/4""</li>	<li>Salida de auriculares TRS de 1/8""</li>	<li>Puerto USB MIDI</li>	<li>Salida MIDI</li>	<li>Funciona con batería de ion-litio recargable por USB (incluída)</li>	<li>Librería de sonidos incorporada de 3GB</li>	<li>Cable de alimentación</li>	<li>Receptor inalámbrico</li></ul>",c7f112_18dc8c8112984507ab8446174f3c0454~mv2.jpg;c7f112_f149de12ee534b76b652de03356cc698~mv2.jpg;c7f112_555b4374442843f080f3cf3a1095455d~mv2.jpg,Otros Vientos,,,598.0,,true,PERCENT,0.0,InStock,2.0,,,,,,,,,,,,,,,,,,,,POLÍTICA DE ENVÍOS,"<p>Envío gratuito a toda España peninsular.</p>

<p>Consultar costo de envío a otros destinos.</p>

<p>Enviamos a todo el mundo.</p>
",,,,,,,,,,,,,,,,,Akai
product_9e115a75-1f6a-3455-ea52-755a8e5a9df7,Product,Boquilla Stomvi Classic para fliscorno,"<p>La boquilla es la pieza más apreciada y delicada, es la pieza que nos conecta con el instrumento. Es por eso que STOMVI tiene una amplia gama de boquillas con el fin de proporcionar al intérprete el máximo número de posibilidades.</p><p>&nbsp;</p><p>Modelo Classic Fija Plateada</p><p>Hecha en España</p><p>Ver tabla de equivalencias en foto 2</p><p>Especificar el modelo que quieres</p>",c7f112_7cfdddba181244a190bfe69893e56a7b~mv2.jpg;c7f112_7281e112e2db4ab6862bf88a3b84a0da~mv2.jpg,Boquillas Fliscorno,,,64.0,,true,PERCENT,0.0,InStock,0.1,,,,,,,,,,,,,,,,,,,,POLÍTICA DE ENVÍOS,"<p>Envío gratuito a toda España peninsular.</p>

<p>Consultar costo de envío a otros destinos.</p>

<p>Enviamos a todo el mundo.</p>
",,,,,,,,,,,,,,,,,Stomvi
product_c3a4a8fe-9fc6-decd-b856-10908fe6d65d,Product,Boquilla Stomvi Classic para trompeta,"<p>La boquilla es la pieza más apreciada y delicada, es la pieza que nos conecta con el instrumento. Es por eso que STOMVI tiene una amplia gama de boquillas con el fin de proporcionar al intérprete el máximo número de posibilidades.</p><p>&nbsp;</p><p>Modelo Classic Fija Plateada</p><p>Hecha en España</p><p>Ver tabla de equivalencias en foto 2</p><p>Especificar el modelo que quieres</p><p>&nbsp;</p>",c7f112_6957d8e84cd64c3488a57e48a72f6fef~mv2.jpg;c7f112_3abf467a1558461a9e936439c8084590~mv2.jpg,Boquillas Trompeta,,,64.0,,true,PERCENT,0.0,InStock,0.1,,,,,,,,,,,,,,,,,,,,POLÍTICA DE ENVÍOS,"<p>Envío gratuito a toda España peninsular.</p>

<p>Consultar costo de envío a otros destinos.</p>

<p>Enviamos a todo el mundo.</p>
",,,,,,,,,,,,,,,,,Stomvi
product_38fa8dad-8b2c-3fa5-f54b-83d40f1b9e7b,Product,Trompeta Stomvi Forte Sib Plateada,"<p>La gama de trompetas Stomvi Forte representa el segundo paso en la evolución del estudiante ya que le aportará más direccionalidad en el sonido manteniendo el equilibrio en todo el registro. Es un instrumento muy&nbsp;<strong>cómodo de tocar</strong>.</p><p>Fabricación 100% española, lo que nos garantiza una alta calidad de construcción y facilidad a la hora de encontrar repuestos para esta Trompeta Forte.</p><p>&nbsp;</p><p>Especificaciones Técnicas:</p><ul>	<li>Tubería: ML</li>	<li>Campana: 25 (120 mm.)</li>	<li>Tudel: 3</li>	<li>Juego de tapones acabado en plata (acabado en oro bajo pedido)</li>	<li>Acabado: Baño de plata de 1000 milésimas</li>	<li>Pistones: Acero Inoxidable</li></ul>",c7f112_8e9f740967ec4158a1f9860a87ec46a1~mv2.jpg,Destacados;Trompeta,,,1292.0,,true,PERCENT,0.0,InStock,2.0,,,,,,,,,,,,,,,,,,,,POLÍTICA DE ENVÍOS,"<p>Envío gratuito a toda España peninsular.</p>

<p>Consultar costo de envío a otros destinos.</p>

<p>Enviamos a todo el mundo.</p>
",,,,,,,,,,,,,,,,,Stomvi
product_8ea8e8df-71b0-5fa7-1996-1f37e6846abf,Product,Saxo Yamaha digital YDS-150 Como nuevo,"<p>Saxo <strong>Yamaha </strong>digital<strong> YDS-150</strong> como nuevo.</p><p>Con todos los accesorios, estuche y manual.</p><p>Para estudiar en forma silenciosa. Para usarlo como controlador midi, para tocar en vivo o grabar.</p><p>Salida de auriculares. Entrada auxiliar. Bluetooth para tocar sobre pistas.</p><p>Banco de sonidos interno. Audio de calidad Yamaha.</p><p>&nbsp;</p>",c7f112_a49e34d5a51a498da256c3bd60eb020d~mv2.jpg;c7f112_9e1443f8a2b54629a767b897a3128c34~mv2.jpg;c7f112_d069bd208e1640478e7e91bab290e5a0~mv2.jpg,,,Vendido,600.0,,true,PERCENT,0.0,OutOfStock,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamaha
product_150f1a43-6731-7f36-cdb9-ba773cf8d15c,Product,Boquilla Denis Wick Paxman Collaboration para Trompa,"<p>Boquilla <strong>Denis Wick</strong> de la serie <strong>Paxman Collaboration</strong>&nbsp;para Trompa.</p><p>Plateada.</p><p>&nbsp;</p><p>Diseñadas en conjunto con Paxman, estas boquillas para trompa proporcionan el sonido clásico de la trompa francesa con la consistencia y calidad de Denis Wick.</p><p>Fabricadas en Londres</p>",c7f112_7b9d26a354e5426daf213b1f3b6d2a51~mv2.jpg,Boquillas Trompa,,,83.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,PAX2;PAX3;PAX4;PAX5;PAX5.5;PAX6;PAX7;PAX8;PAX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_c1355986-3a89-9651-bfac-f2499f382819,Product,Boquilla Denis Wick 4885 Dorada para Trompa,"<p>Boquilla <strong>Denis Wick</strong> de la serie 4<strong>885</strong>&nbsp;para Trompa.</p><p>Dorada.</p><p>&nbsp;</p><p>Las boquillas para trompa Denis Wick cuentan con ligeros ajustes en el borde y la copa. Además, son excepcionalmente&nbsp;cómodas y flexibles, a la vez que proporcionan un tono pleno y rico.&nbsp;</p><p>Fabricadas en Londres</p>",c7f112_310b4392295440a2bc7a6bd896e3d152~mv2.jpg,Boquillas Trompa,,,117.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,5;5N;7;7N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_17454b7f-1f75-2f90-a9ec-7b99e6d9e6b5,Product,Boquilla Denis Wick 5885 Plateada para Trompa,"<p>Boquilla <strong>Denis Wick</strong> de la serie <strong>5885</strong>&nbsp;para Trompa.</p><p>Plateada.</p><p>&nbsp;</p><p>Las boquillas para trompa Denis Wick cuentan con ligeros ajustes en el borde y la copa. Además, son excepcionalmente&nbsp;cómodas y flexibles, a la vez que proporcionan un tono pleno y rico.&nbsp;</p><p>Fabricadas en Londres</p>",c7f112_87e158d664da453d8e28c553bfcf17bc~mv2.jpg,Boquillas Trompa,,,72.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,4;4N;5;5N;6N;7;7N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_1a78ebaa-55bb-3db7-b099-4c127fdd186c,Product,Boquilla Denis Wick Heritage 3186 Plateada y Dorada para Tuba,"<p>Boquilla <strong>Denis Wick</strong> de la serie <strong>Heritage 3186</strong>&nbsp;para Tuba.</p><p>Plateada y dorada.</p><p>&nbsp;</p><p>Desde la interpretación en solitario hasta la orquestal, las boquillas para tuba de Denis Wick cumplen con los requisitos de todos los estilos musicales. Todos los modelos tienen una gran flexibilidad, producen un sonido rico y tienen armónicos claros.&nbsp;&nbsp;</p><p>Fabricadas en Londres</p>",c7f112_bdcb6f9473914876b755b6b52b43d4ad~mv2.jpg,Boquillas Tuba,,,209.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,1L;2L;2XL;2.5CC;3L;4L;5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_659a5eeb-6686-5b9d-1968-e8bd1b98d330,Product,Boquilla Denis Wick Heritage 2186 Plateada para Tuba,"<p>Boquilla <strong>Denis Wick</strong> de la serie <strong>Heritage 2186</strong>&nbsp;para Tuba.</p><p>Plateada.</p><p>&nbsp;</p><p>Desde la interpretación en solitario hasta la orquestal, las boquillas para tuba de Denis Wick cumplen con los requisitos de todos los estilos musicales. Todos los modelos tienen una gran flexibilidad, producen un sonido rico y tienen armónicos claros.&nbsp;&nbsp;</p><p>Fabricadas en Londres</p>",c7f112_70b948bea41147a881073031a74ca5b5~mv2.jpg,Boquillas Tuba,,,130.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,1L;2L;2.5CC;3L;4L;5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_ae43aa2c-d5cf-6ffa-138a-e7ee19d30747,Product,Boquilla Denis Wick Ultra 5386 Plateada para Tuba,"<p>Boquilla <strong>Denis Wick</strong> de la serie <strong>Ultra 5386</strong>&nbsp;para Tuba.</p><p>Plateada.</p><p>&nbsp;</p><p>La correspondencia exacta entre la boquilla y el instrumento es vital para lograr la respuesta correcta&nbsp;de las modernas tubas alemanas. Por ello, Denis Wick ha elaborado esta boquilla que cuenta con un vástago cuidadosamente diseñado para adaptarse a todas las tubas con el tipo de ajuste 'Euroshank'.&nbsp;En este proceso se utilizaron tubos originales de Meinl-Weston y B &amp; S.</p><p>Fabricadas en Londres</p>",c7f112_7f944a0c6cc94739bca9934378059dcb~mv2.jpg,Boquillas Tuba,,,171.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,AT1U;AT2U;AT2UY;AT3U;AT3UY;AT4U;AT4UY;AT5U;AT5UY;AT6U;AT7U;AT8U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_39c8e5e3-f122-3960-682a-1a1513f17dda,Product,Boquilla Denis Wick 4286 Dorada para Tuba,"<p>Boquilla <strong>Denis Wick</strong> de la serie 4286&nbsp;para Tuba.</p><p>Dorada.</p><p>&nbsp;</p><p>Desde la interpretación en solitario hasta la orquestal, las boquillas para tuba de Denis Wick cumplen con los requisitos de todos los estilos musicales. Todos los modelos tienen una gran flexibilidad, producen un sonido rico y tienen sobretonos claros.</p><p>Fabricadas en Londres</p>",c7f112_33117cf96fe84c16b9f05b2d0b6409db~mv2.jpg,Boquillas Tuba,,,194.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,2L;2SL;3;3L;5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_1869e42b-37ac-2fd3-d2d3-bbff940594f2,Product,Boquilla Denis Wick 5286 Plateada para Tuba,"<p>Boquilla <strong>Denis Wick</strong> de la serie 5286&nbsp;para Tuba.</p><p>Plateada.</p><p>&nbsp;</p><p>Desde la interpretación en solitario hasta la orquestal, las boquillas para tuba de Denis Wick cumplen con los requisitos de todos los estilos musicales. Todos los modelos tienen una gran flexibilidad, producen un sonido rico y tienen sobretonos claros.</p><p>Fabricadas en Londres</p>",c7f112_2e905f778af84d6e9bbaa5207e75301a~mv2.jpg,Boquillas Tuba,,,117.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,1;1L;1XL;2;2L;2SL;2XL;3;3L;3XL;4;4L;5;5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_4fa347b1-702c-d459-c18e-9d7ff698a13a,Product,Boquilla Denis Wick 4884 Dorada para Fliscorno,"<p>Boquilla <strong>Denis Wick</strong> de la serie 4884&nbsp;para Fliscorno/Flugelhorn.</p><p>Dorada.</p><p>&nbsp;</p><p>Las boquillas para fliscorno Denis Wick han sido diseñadas para satisfacer las más altas expectativas de sonido, calidad, respuesta, sensación y comodidad. Con las boquillas para fliscorno, Denis Wick ha logrado crear una calidad de sonido que es posiblemente uno de los sonidos más hermosos jamás hechos en este instrumento.</p><p>Fabricadas en Londres</p>",c7f112_96e688bd88684418ab8c4673536b1c76~mv2.jpg,Boquillas Fliscorno,,,100.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,2FL;4FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_f7953fb0-9b90-262c-53cb-6b65927ddfbe,Product,Boquilla Denis Wick 5884 Plateada para Fliscorno,"<p>Boquilla <strong>Denis Wick</strong> de la serie 5884&nbsp;para Fliscorno/Flugelhorn.</p><p>Plateada.</p><p>&nbsp;</p><p>Las boquillas para fliscorno Denis Wick han sido diseñadas para satisfacer las más altas expectativas de sonido, calidad, respuesta, sensación y comodidad. Concretamente, esta boquilla cuenta con un tono armónicamente rico con un fuerte centro</p><p>Fabricadas en Londres</p>",c7f112_4c89393d9fdb4f90bef304a91d7bc952~mv2.jpg,Boquillas Fliscorno,,,62.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,SFL;2F;2FL;2BFL;3BFL;4F;4FL;4BFL;5BFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_f7a12108-bc5c-5dd2-87a8-de7ffcb10e01,Product,Saxo tenor Selmer Mark VI #69xxx,"<p><strong>Saxo tenor Selmer Mark VI&nbsp; 5 dígitos</strong></p><p>Serie #69xxx</p><p>Impresionante Mark VI con su acabado original, cuerpo dorado con llaves niqueladas.</p><p>Perteneció al saxofonista profesional Carles Prunés, quien lo encargó a la casa Selmer de París en el año 1957, solicitando que se lo fabricaran a su gusto, sin grabado y con llaves niqueladas.&nbsp;</p><p>Tudel original sin golpes.</p><p>Un saxo de colección, con un gran sonido vintage.</p><p>&nbsp;</p>",c7f112_12a72d945c3c487a983a51a0d84acf2d~mv2.jpg;c7f112_0fda825b6b7e43d7bb85fc92d84e6d2e~mv2.jpg;c7f112_7ef191b0b4f34e6fa6c5a4c6ae63c5d9~mv2.jpg;c7f112_3f77d431a73f4acf9ea99176213e6530~mv2.jpg;c7f112_928714f7181d4834814a78c6b46707a8~mv2.jpg;c7f112_8817e735fa3646f1815fcdfb67654359~mv2.jpg;c7f112_223d9cdfa8714c17b4b30013c5e17738~mv2.jpg;c7f112_635e53cd84d4432db43f5ed65740ecd6~mv2.jpg;c7f112_bfef8d453d654904b8c2d26aab9808b2~mv2.jpg;c7f112_b75f8994d92048019e027ef48d37453e~mv2.jpg;c7f112_7a9aedd30c5448ec96c3264d3d9e3547~mv2.jpg;c7f112_3b4a95870cd74bf9a35d890dfd3b04b1~mv2.jpg;c7f112_93789f8476574e29b30c503d41c8bd7e~mv2.jpg;c7f112_37a8040a593d4faf824d3216a50f8675~mv2.jpg;c7f112_783f7506d7794243bd0aef0c78e998b5~mv2.jpg,Instrumentos Segunda Mano;Saxo tenor Segunda Mano,,Vendido ,9000.0,,true,PERCENT,0.0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selmer
product_59d9d9de-30b1-b109-8afc-7e79286b8e6d,Product,Boquilla Denis Wick 5880E Steven Mead Plateada para Bombardino Eufonio,"<p>Boquilla <strong>Denis Wick</strong> de la serie 5880E&nbsp;para Bombardino/Eufonio</p><p>Plateada.</p><p>&nbsp;</p><p>Todas las boquillas de <strong>Bombardino Denis Wick</strong> se basan en los principios probados de las boquillas de trombón y ofrecen refinamientos sutiles, aunque significativos, en la garganta y la parte posterior para complementar el agujero cónico del Bombardino.</p><p>Los modelos <strong>Steven Mead</strong> presentan más refinamientos y dan como resultado una boquilla que sobresale por su precisión, articulación, flexibilidad, alcance y respuesta general.</p><p>Fabricadas en Londres</p>",c7f112_127790fdae6f43a49f4c3e5b12e11e6e~mv2.jpg,Boquillas Bombardino,,,102.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,SM2;SM2M;SM3;SM3.5;SM3.5M;SM4;SM4M;SM5;SM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_f8800e9c-1677-45be-ce6a-ed86b0d027cd,Product,Boquilla Denis Wick 5880E Ultra para Bombardino,"<p><strong>Boquilla Denis Wick de la serie 5880E Ultra para Bombardino</strong></p><p>Plateada.</p><p>&nbsp;</p><p>Todas las boquillas de Bombardino Denis Wick se basan en los principios probados de las boquillas de trombón y ofrecen refinamientos sutiles, aunque significativos, en la garganta y la parte posterior para complementar el agujero cónico del Bombardino.</p><p>Los modelos Steven Mead presentan más refinamientos y dan como resultado una boquilla que sobresale por su precisión, articulación, flexibilidad, alcance y respuesta general.</p><p>Fabricadas en Londres</p>",c7f112_5c848ab74d874cc9954767683a80c8af~mv2.jpg,Boquillas Bombardino,,,127.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,4U;4X;5U;6U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_f8a37c46-3f82-2da4-273b-d9c7d4a88f23,Product,Boquilla Denis Wick 5880E Plateada para Bombardino Eufonio,"<p>Boquilla <strong>Denis Wick</strong> de la serie 5880E&nbsp;para Bombardino/Eufonio</p><p>Plateada.</p><p>&nbsp;</p><p>Todas las boquillas de <strong>Bombardino</strong> Denis Wick se basan en los principios probados de las boquillas de trombón y ofrecen refinamientos sutiles, aunque significativos, en la garganta y la parte posterior para complementar el agujero cónico del Bombardino. Los modelos <strong>Steven Mead</strong> presentan más refinamientos y dan como resultado una boquilla que sobresale por su precisión, articulación, flexibilidad, alcance y respuesta general.</p><p>La serie Steven Mead Ultra X es para músicos que buscan un sonido que tenga más brillo que la serie Ultra estándar o la clásica serie Steven Mead. La copa ha sido redondeada a una forma de tazón más definida que añade más brillo al tono y proporciona una mejor respuesta del registro superior.&nbsp;Asimismo, el aro también&nbsp;ha sido alterada para que tenga un borde interior ligeramente más afilado, lo que aumenta la respuesta de la articulación y la precisión.</p><p>Fabricadas en Londres</p>",c7f112_d39d84d4bab943d1853148732b082625~mv2.jpg,Boquillas Bombardino,,,101.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,SM3XR;SM4XR;SM5X;SM5XR;SM2U;SM3MU;SM3MX;SM3U;SM3X;SM4MU;SM4MX;SM4U;SM4X;SM5MU;SM5U;SM6MU;SM6U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Wick
product_766873e2-6f8a-245e-ab93-d9f9765944a5,Product,Boquilla Drake «Master Series Jerry Bergonzi Slant» Saxo Tenor,"<p>El nuevo modelo de Bergonzi ""<strong>Slant</strong>"" es el resultado de una larga colaboración entre <strong>Jerry Bergonzi y Aaron Drake</strong>.&nbsp;</p><p>El Bergonzi ""Slant"" es un diseño de deflector de cámara mediano / grande.&nbsp; Este modelo ofrece al musico una sensación equilibrada y más potencia / proyección. Se diferencia de nuestro modelo Bergonzi ""EB"", ya que tiene diferentes calibraciones de suelo y deflector. La calidad general del tono está un poco más enfocada que nuestro modelo Bergonzi ""EB"".</p><p>&nbsp;</p><p>Cada boquilla está hecha a mano por <strong>Aaron Drake</strong>.&nbsp;</p><p>&nbsp;</p><p>-&nbsp; Incluye abrazadera, boquillero, funda de terciopelo y caja de resina.</p>",c7f112_af8cfa5f518043b0b2fea0edc59d58c3~mv2.jpg;c7f112_ce68f68c148b4fb894e04d6f7c6e26ca~mv2.jpg;c7f112_df7b8617910d48e1877abb83e26490fa~mv2.jpg;c7f112_4e11d243a6d747dba3f69cb9fa88e197~mv2.jpg,Boquillas Saxo Tenor,,,425.0,,true,PERCENT,0.0,InStock,,,Abertura,DROP_DOWN,7*;8;8*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drake
product_766873e2-6f8a-245e-ab93-d9f9765944a5,Variant,,,,,,,,,true,,,InStock,,,,,7*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_766873e2-6f8a-245e-ab93-d9f9765944a5,Variant,,,,,,,,,true,,,InStock,,,,,8*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_766873e2-6f8a-245e-ab93-d9f9765944a5,Variant,,,,,,,,,true,,,InStock,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
