handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_8950d194-99d6-65d9-c947-28835d673ffd,Product,Abrazadera Vandoren Optimum para Saxo tenor,"<p>La&nbsp;<strong>abrazadera Vandoren Optimum&nbsp;LC08P</strong>&nbsp;para Saxofón Tenor incluye el&nbsp;<strong>boquillero de plástico</strong>&nbsp;y <strong>tres plaquetas</strong> <strong>de presión</strong> intercambiables que aportarán distintas características a tu sonido.</p><p>Una de las abrazaderas más utilizadas por todos los saxofonistas, cada placa aporta un toque único a tu sonido, facilitando distintos aspectos como la flexibilidad, picado o color del sonido. Combina las distintas placas y encuentra el timbre que más te guste, además, cada una te aportará unas mejoras distintas a las anteriores, variando el picado, la felxibilidad o la emisión de sonido. Disponible para los cuatro tipo de saxofones y también para clarinete.</p><p>&nbsp;</p><p><strong>Placa 1<em>:</em></strong>&nbsp;Sonoridad rica, color y proyección de sonido.La presión en el sentido de la fibra de la caña procura una increíble facilidad en la ejecución (en particular para el staccato).<br><strong>Placa 2</strong><em>:&nbsp;</em>Sonoridad más compacta,&nbsp;más centrada.&nbsp;Dulzura de sonido.&nbsp;Facilidad de emisión.<br><strong>Placa 3</strong><em>:</em>&nbsp;La caña vibra con total libertad&nbsp;produciendo un sonido que&nbsp;se adapta muy fácilmente&nbsp;a su forma de tocar.&nbsp;Gran facilidad de expresión.</p><p>&nbsp;</p>",c7f112_ee030d1514e645329770ae641451487a~mv2.jpg,Abrazaderas Saxo Tenor,,,92.0,,true,PERCENT,0.0,InStock,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_b4749003-4919-58b4-8ced-8b9cb1fd164c,Product,Abrazadera Vandoren Optimum para Saxo alto,"<p>La&nbsp;<strong>abrazadera Vandoren Optimum&nbsp;LC07P</strong>&nbsp;para Saxofón Alto incluye el&nbsp;<strong>boquillero de plástico</strong>&nbsp;y <strong>tres plaquetas</strong> <strong>de presión</strong> intercambiables que aportarán distintas características a tu sonido.</p><p>Una de las abrazaderas más utilizadas por todos los saxofonistas, cada placa aporta un toque único a tu sonido, facilitando distintos aspectos como la flexibilidad, picado o color del sonido. Combina las distintas placas y encuentra el timbre que más te guste, además, cada una te aportará unas mejoras distintas a las anteriores, variando el picado, la felxibilidad o la emisión de sonido. Disponible para los cuatro tipo de saxofones y también para clarinete.</p><p>&nbsp;</p><p><strong>Placa 1<em>:</em></strong>&nbsp;Sonoridad rica, color y proyección de sonido.La presión en el sentido de la fibra de la caña procura una increíble facilidad en la ejecución (en particular para el staccato).<br><strong>Placa 2</strong><em>:&nbsp;</em>Sonoridad más compacta,&nbsp;más centrada.&nbsp;Dulzura de sonido.&nbsp;Facilidad de emisión.<br><strong>Placa 3</strong><em>:</em>&nbsp;La caña vibra con total libertad&nbsp;produciendo un sonido que&nbsp;se adapta muy fácilmente&nbsp;a su forma de tocar.&nbsp;Gran facilidad de expresión.</p><p>&nbsp;</p><p>Disponible en 2 acabados: <strong>Lacado dorado</strong> o <strong>Bañada en Oro Rosa</strong></p>",c7f112_4471bb922e8a491aa922dca1cb4f803a~mv2.jpg,Abrazaderas Saxo Alto,,,90.0,,true,PERCENT,0.0,0,,,Acabado,DROP_DOWN,Lacado dorado;Bañada en Oro Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_b4749003-4919-58b4-8ced-8b9cb1fd164c,Variant,,,,,,,,,true,,,10,0.1,,,,Lacado dorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b4749003-4919-58b4-8ced-8b9cb1fd164c,Variant,,,,,,,,42.27,true,,,10,0.1,,,,Bañada en Oro Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c8a99c30-b961-198d-e8cc-5abd141ecd4a,Product,Boquilla Vandoren Jumbo Java para saxo tenor,"<p>Boquilla&nbsp;<strong>Vandoren Jumbo Java</strong>&nbsp;saxo tenor</p><p>La Vandoren Jumbo Java es perfecta para los intérpretes de&nbsp;<strong>jazz, soul y funk</strong>.</p><p>El sonido es de un concepto similar al de una boquilla de metal, con la sensación cómoda de la ebonita.</p><p>Es la más brillante y potente de la línea Vandoren</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Jumbo Java de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>T45&nbsp;| 235&nbsp;| M&nbsp;</li>	<li>T55&nbsp;| 250&nbsp;| L&nbsp;&nbsp;</li>	<li>T75&nbsp;| 265&nbsp;| ML&nbsp;&nbsp;</li>	<li>T95&nbsp;| 295&nbsp;| L&nbsp;&nbsp;</li></ul>",c7f112_263d4149cb3745d592931c2110a7d055~mv2.jpg,Boquillas Saxo Tenor,,,174.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,T35;T55;T75;T95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_0024899c-a517-33a0-f677-4ac14618fc0b,Product,Boquilla Vandoren Jumbo Java para saxo alto,"<p>Boquilla&nbsp;<strong>Vandoren Jumbo Java</strong>&nbsp;saxo alto</p><p>La Vandoren Jumbo Java es perfecta para los intérpretes de&nbsp;<strong>jazz, soul y funk</strong>.</p><p>El sonido es de un concepto similar al de una boquilla de metal, con la sensación cómoda de la ebonita.</p><p>Es la más brillante y potente de la línea Vandoren</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Jumbo Java de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>A35&nbsp;| 206&nbsp;| ML&nbsp;&nbsp;</li>	<li>A45&nbsp;| 220&nbsp;| ML&nbsp;&nbsp;</li>	<li>A55&nbsp;| 247&nbsp;| L&nbsp;&nbsp;</li>	<li>A75&nbsp;| 260&nbsp;| L&nbsp;&nbsp;</li></ul>",c7f112_2cbb8d5ab7984f6a87f9ba03f8a1ef98~mv2.jpg,Boquillas Saxo Alto,,,155.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,A35;A45;A55;A75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_513bafa8-6770-5d5f-0f64-4b51a6d99cc6,Product,Boquilla Vandoren Java para saxo tenor,"<p><strong>Boquilla Vandoren Java saxo tenor</strong></p><p>La boquilla de ebonita <strong>JAVA</strong> esta adaptada para el jazz, el soul y el funk. Su concepción sonora es semejante a la de las boquillas metálicas, pero con el confort y control de la ebonita.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Java de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>T45&nbsp;| 235&nbsp;| M&nbsp;</li>	<li>T55&nbsp;| 250&nbsp;| L&nbsp;&nbsp;</li>	<li>T75&nbsp;| 265&nbsp;| ML&nbsp;&nbsp;</li>	<li>T95&nbsp;| 295&nbsp;| L&nbsp;&nbsp;</li></ul>",c7f112_263d4149cb3745d592931c2110a7d055~mv2.jpg,Boquillas Saxo Tenor,,,158.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,T35;T55;T75;T95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_a0b81e93-0f8c-7b3d-2dbc-69e511790bd6,Product,Boquilla Vandoren Java para saxo alto,"<p><strong>Boquilla Vandoren Java saxo alto</strong></p><p>La boquilla de ebonita <strong>JAVA</strong> esta adaptada para el jazz, el soul y el funk. Su concepción sonora es semejante a la de las boquillas metálicas, pero con el confort y control de la ebonita.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Java de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>A35&nbsp;| 206&nbsp;| ML&nbsp;&nbsp;</li>	<li>A45&nbsp;| 220&nbsp;| ML&nbsp;&nbsp;</li>	<li>A55&nbsp;| 247&nbsp;| L&nbsp;&nbsp;</li>	<li>A75&nbsp;| 260&nbsp;| L&nbsp;&nbsp;</li></ul>",c7f112_8007e64b91fc47b4809d11e2770e867c~mv2.jpg,Boquillas Saxo Alto,,,141.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,A35;A45;A55;A75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_97a1f394-bd80-8944-4ee8-621a7fa0094b,Product,Boquilla Vandoren V16 Metal para saxo tenor,"<p><strong>Boquilla Vandoren V16 METAL saxo tenor</strong></p><p>La boquilla de tenor, forjada en la aleación legendaria “Bell Metal” está chapada en oro de 24 quilates.&nbsp;</p><p>3 cámaras disponibles:&nbsp;</p><p>S Cámara ""small"" (pequeña): La genuina boquilla V16, bajo la denominación ""small"". Una sonoridad</p><p>centrada, con mucha proyección.&nbsp;</p><p>M Cámara ""medium"" (media): La concepción de las célebres boquillas de los años 50/60. Redondez y profundidad de sonido.&nbsp;</p><p>L Cámara ""large"" (grande): En la tradición de los años 40. El sonido “Vintage” por excelencia.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie V16 Metal de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>T5&nbsp;cámara S, M ó&nbsp;L | 235 | M</li>	<li>T6&nbsp;cámara S, M ó L | 250&nbsp;| L&nbsp;&nbsp;</li>	<li>T7&nbsp;cámara S, M ó L | 265 | ML&nbsp;</li>	<li>T8&nbsp;cámara S, M ó L | 277&nbsp;| L&nbsp;</li>	<li>T9&nbsp;cámara S, M ó L | 295&nbsp;| L&nbsp;</li></ul>",c7f112_e56da3ad68094360a484610b8a45034c~mv2.jpg,Boquillas Saxo Tenor,,,341.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,T5;T6;T7;T8;T9,Cámara,DROP_DOWN,S;M;L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_598052bf-985a-e013-83ce-50f61e54af3d,Product,Boquilla Vandoren V16 para saxo barítono,"<p>Una boquilla en ebonita inspirada por el sonido de los más grandes jazzmen desde los años 50 a nuestros días. Estas boquillas están en perfecta adecuación con las cañas JAVA, V16 y ZZ.&nbsp;</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie V16 de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>B5&nbsp; | 255 | ML&nbsp;&nbsp;</li>	<li>B7&nbsp; | 275 | ML&nbsp;</li>	<li>B9&nbsp; | 310 | L&nbsp;</li></ul>",c7f112_c655a5a783e74155be6e34b9cd28024a~mv2.jpg,,,,308.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,B5;B7;B9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_789b87af-f6ab-c7f0-c0d9-750e1d99ebec,Product,Boquilla Vandoren V16 para saxo soprano,"<p>Una boquilla en ebonita inspirada por el sonido de los más grandes jazzmen desde los años 50 a nuestros días. Estas boquillas están en perfecta adecuación con las cañas JAVA, V16 y ZZ.&nbsp;</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie V16 de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>S6&nbsp; | 158+ | ML&nbsp;&nbsp;</li>	<li>S7&nbsp; | 172 | ML&nbsp;</li>	<li>S8&nbsp; | 180 | ML&nbsp;</li></ul>",c7f112_cc4ae455e697477fa8f9280ab113d024~mv2.jpg,Boquillas Saxo Soprano,,,141.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,S6;S7;S8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_430537bc-bf0a-3323-1ed6-d2739600829e,Product,Boquilla Vandoren V16 para saxo tenor,"<p>Una boquilla en ebonita inspirada por el sonido de los más grandes jazzmen desde los años 50 a nuestros días. Estas boquillas están en perfecta adecuación con las cañas JAVA, V16 y ZZ.&nbsp;</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie V16 de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>T6&nbsp; | 250&nbsp;| L&nbsp;&nbsp;</li>	<li>T7&nbsp; | 270 | L&nbsp;</li>	<li>T8&nbsp; | 280 | L&nbsp;</li>	<li>T8.5&nbsp; | 288 | L&nbsp;</li>	<li>T9&nbsp; | 294 | ML&nbsp;</li>	<li>T10&nbsp; | 305 | ML&nbsp;</li>	<li>T11&nbsp; | 340| L&nbsp;</li></ul>",c7f112_75a3268160a3498ead8c0f79ad92160f~mv2.jpg;c7f112_aad3be53b83c4f06913176e49f171389~mv2.jpg,Boquillas Saxo Tenor,,,174.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,T6;T7;T8;T8.5;T9;T10;T11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_e4ae4370-7961-3be9-05ba-62bdda56cd87,Product,Boquilla Vandoren V16 para saxo alto,"<p>Una boquilla en ebonita inspirada por el sonido de los más grandes jazzmen desde los años 50 a nuestros días. Estas boquillas están en perfecta adecuación con las cañas JAVA, V16 y ZZ.&nbsp;</p><p>La boquilla de alto se presenta con 2 opciones de&nbsp;cámaras:&nbsp;</p><p>S+ - Cámara pequeña: particularmente dinámica, ideal para el lead alto.</p><p>M - Cámara media: Calidez y expresividad, ideal para tocar en sección.&nbsp;</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie V16 de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>A5 cámara S+&nbsp;o M | 188 | ML&nbsp;&nbsp;</li>	<li>A6&nbsp;cámara S+ o M | 196 | ML</li>	<li>A7 cámara S+ o M&nbsp;| 204 | ML</li>	<li>A8 cámara S+ o M | 210 | MC</li>	<li>A9 cámara S+ o M | 225 | ML</li></ul>",c7f112_bf47754fbf724ee6be3c263589d8facd~mv2.jpg,Boquillas Saxo Alto,,,155.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,A5;A6;A7;A8;A9,Cámara,DROP_DOWN,S+;M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_21983acf-d302-b8a1-3aae-f67b9dada1b3,Product,Boquilla Vandoren Profile para saxo soprano,"<p>La boquilla <strong>Profile</strong> aúna diseño, proyección, redondez y facilidad de emisión.</p><p>Las cualidades de las mejores boquillas reunidas en esta boquilla Profile que ofrece nuevas perspectivas de expresión.</p><p>&nbsp;</p><p>Una serie que se caracteriza por:&nbsp;</p><ul>	<li>Un elegante diseño de formas suaves y redondeadas.</li>	<li>Una mentonera más afilada que ofrece un mayor confort y una gran flexibilidad de ejecución.</li>	<li>Una nueva estética de sonido definido por una tabla de última generación.</li></ul><p>&nbsp;</p><p>La Serie Profile&nbsp;de <strong>Vandoren</strong> dispone de una única abertura:</p><p>&nbsp;</p><ul>	<li>SP3 | 111&nbsp;| C</li></ul>",c7f112_0ee9d6d5aa9d45e095e977221d9e7cd3~mv2.jpg,Boquillas Saxo Soprano,,,163.0,,true,PERCENT,0.0,InStock,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_4ea60e3e-1d60-cf5c-80ca-e26faa37e0da,Product,Boquilla Vandoren Profile para saxo alto,"<p>La boquilla Profile aúna diseño, proyección, redondez y facilidad de emisión.</p><p>Las cualidades de las mejores boquillas reunidas en esta boquilla Profile que ofrece nuevas perspectivas de expresión.</p><p>&nbsp;</p><p>Una serie que se caracteriza por:&nbsp;</p><ul>	<li>Un elegante diseño de formas suaves y redondeadas.</li>	<li>Una mentonera más afilada que ofrece un mayor confort y una gran flexibilidad de ejecución.</li>	<li>Una nueva estética de sonido definido por una tabla de última generación.</li></ul><p>&nbsp;</p><p>La Serie Profile&nbsp;de <strong>Vandoren</strong> dispone de una única abertura:</p><p>&nbsp;</p><ul>	<li>AP3 | 158&nbsp;| ML</li></ul>",c7f112_224a068525c0465f9d1966f949725341~mv2.jpg,Boquillas Saxo Alto,,,178.0,,true,PERCENT,0.0,InStock,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_2a20ca7b-42d1-07f3-cea6-65f7deaa7d86,Product,Boquilla Vandoren Optimum para saxo barítono,<p>La concepción de esta serie ha sido guiada por criterios de forma exterior (particularmente la mentonera) y de criterios sonoros que responden a lo esperado por los saxofonistas de hoy.</p><p>La gama <strong>Optimum</strong> de boquillas para saxofón son extremadamente versátiles y se adaptan fácilmente a cualquier escenario de actuación. Son boquillas de&nbsp;emisión libre que rompen el molde de las boquillas estándar&nbsp;con resistencia y sonoridad tradicional.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Optimum de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>BL3 | 185&nbsp;| C</li>	<li>BL4&nbsp;| 230 | M</li>	<li>BL5&nbsp;| 235&nbsp;| L</li></ul>,c7f112_a3940ebe62ee4e38ad62f2924545d832~mv2.jpg,Boquillas Saxo Barítono,,,308.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,BL3;BL4;BL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_472034b2-2b1f-cc94-0082-a95daf5a577d,Product,Boquilla Vandoren Optimum para saxo soprano,<p>La concepción de esta serie ha sido guiada por criterios de forma exterior (particularmente la mentonera) y de criterios sonoros que responden a lo esperado por los saxofonistas de hoy.</p><p>La gama <strong>Optimum</strong> de boquillas para saxofón son extremadamente versátiles y se adaptan fácilmente a cualquier escenario de actuación. Son boquillas de&nbsp;emisión libre que rompen el molde de las boquillas estándar&nbsp;con resistencia y sonoridad tradicional.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Optimum de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>SL3 | 114&nbsp;| ML</li>	<li>SL4&nbsp;| 123&nbsp;| C</li>	<li>SL5&nbsp;| 125&nbsp;| C</li></ul>,c7f112_a60903eb1854459b8ed29f0e7501f9ed~mv2.jpg,Boquillas Saxo Soprano,,,141.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,SL3;SL4;SL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_5955178f-9cc5-f417-dd56-d83f134ee47e,Product,Boquilla Vandoren Optimum para saxo tenor,<p>La concepción de esta serie ha sido guiada por criterios de forma exterior (particularmente la mentonera) y de criterios sonoros que responden a lo esperado por los saxofonistas de hoy.</p><p>La gama <strong>Optimum</strong> de boquillas para saxofón son extremadamente versátiles y se adaptan fácilmente a cualquier escenario de actuación. Son boquillas de&nbsp;emisión libre que rompen el molde de las boquillas estándar&nbsp;con resistencia y sonoridad tradicional.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Optimum de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>TL3 | 176&nbsp;| MC</li>	<li>TL4&nbsp;| 195&nbsp;| M</li>	<li>TL5&nbsp;| 205&nbsp;| M</li></ul>,c7f112_ec96643812c0452ea3b28ebbf12e9008~mv2.jpg,Boquillas Saxo Tenor,,,174.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,TL3;TL4;TL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_45343f49-dc96-936b-5f9b-ca1bd16ef86a,Product,Boquilla Vandoren Optimum para saxo alto,<p>La concepción de esta serie ha sido guiada por criterios de forma exterior (particularmente la mentonera) y de criterios sonoros que responden a lo esperado por los saxofonistas de hoy.</p><p>La gama <strong>Optimum</strong> de boquillas para saxofón son extremadamente versátiles y se adaptan fácilmente a cualquier escenario de actuación. Son boquillas de&nbsp;emisión libre que rompen el molde de las boquillas estándar&nbsp;con resistencia y sonoridad tradicional.</p><p>&nbsp;</p><p>Los modelos disponibles de la Serie Optimum de <strong>Vandoren</strong> son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>AL3 | 152&nbsp;| ML</li>	<li>AL4&nbsp;| 163+&nbsp;| MC</li>	<li>AL5&nbsp;| 168 | ML</li></ul>,c7f112_a21f334fa6d04e7886dd17ee70cf0cc3~mv2.jpg,Boquillas Saxo Alto,,,155.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,AL3;AL4;AL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_558f52dd-a0c9-7b3e-b1ed-03bd2748ea7a,Product,Boquilla Vandoren V5 para saxo barítono,<p>La serie&nbsp;<strong>V5 de Vandoren</strong>&nbsp;se caracteríza por su cámara redonda tradicional. Estas boquillas de Vandoren están disponibles en modelos favorables para&nbsp;<strong>saxofonistas Clásicos o saxofonistas de Jazz.</strong></p><p>Los modelos disponibles de la Serie V5 de Vandoren son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>B25&nbsp;| 185&nbsp;| C</li>	<li>B27 | 196&nbsp;| C</li>	<li>B35 | 210&nbsp;| C</li>	<li>B75 | 275&nbsp;| M&nbsp; - V5 Jazz</li>	<li>B95 | 310&nbsp;| L&nbsp; - V5 Jazz</li></ul>,c7f112_95fce2bdcd144761a4a704bd2c526b55~mv2.jpg,Boquillas Saxo Barítono,,,280.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,B25;B27;B35;B75;B95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_8f0bc950-a473-8df8-3489-dd0f154e9f3c,Product,Boquilla Vandoren V5 para saxo soprano,<p>La serie&nbsp;<strong>V5 de Vandoren</strong>&nbsp;se caracteríza por su cámara redonda tradicional. Estas boquillas de Vandoren están disponibles en modelos favorables para&nbsp;<strong>saxofonistas Clásicos o saxofonistas de Jazz.</strong></p><p>Los modelos disponibles de la Serie V5 de Vandoren son los siguientes:</p><p>&nbsp;Modelo boquilla | Apertura mm | Largo tabla.</p><ul>	<li>S27 | 111&nbsp;| M</li>	<li>S15 | 123&nbsp;| C</li>	<li>S25 | 153&nbsp;| C</li>	<li>S35&nbsp;| 182&nbsp;| ML&nbsp; - V5 Jazz</li></ul>,c7f112_a06bd599afa7420fbbf701775f8e3b27~mv2.jpg,Boquillas Saxo Soprano,,,129.0,,true,PERCENT,0.0,InStock,0.1,,Abertura,DROP_DOWN,S27;S15;S25;S35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vandoren
product_4d65a317-ca53-2911-04bd-2ebce7d6f056,Product,"Boquilla All Brass modelo ""Extra Wide"" para trompeta","<p>Boquilla para trompeta modelo standard con apoyo muy ancho que permite soportar esfuerzos importantes, ideal&nbsp;para lead trumpet. Requiere un entrenamiento y estudio específico para boquillas de cámara alta.</p><p>Estuche de madera</p><p>Peso 115 Grs&nbsp;</p><p>Realizada en bronce torneado&nbsp;con un baño de plata.</p><p>Es un producto&nbsp;de alta calidad hecho&nbsp;a mano que se comprueba&nbsp;individualmente para que se ajuste&nbsp;con precisión a las siguientes medidas:</p><p>15CXS1</p><p>15CXS1</p><p>16BXS1</p><p>16CXS1</p>",c7f112_7125c0a6b2d94af38e51b5bd915f2b32~mv2.jpg;c7f112_ffeaf86fae0644fd92626e2802c12f49~mv2.jpg;c7f112_622f5e888e00455eb8f076c68657aea2~mv2.jpg;c7f112_9f9d8555a6db4cae8843951e537d04ed~mv2.jpg,Boquillas Trompeta,,,155.0,,true,PERCENT,0.0,InStock,0.1,,Medida,DROP_DOWN,15BXS1;15CXS1;16CXS1;16BXS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Brass
product_b004d717-5d61-104f-2dc8-4ae4a20d2c31,Product,Clarinete Buffet Crampon Prodige Usado,<div><strong>Clarinete Buffet Crampon Prodige</strong></div><div>Segunda mano - En excelente estado</div><p>Estuche original tipo mochila</p><p>Boquilla original Buffet Urban Play</p><p>Abrazadera y boquillero metálicos</p>,c7f112_d75a7e483e6f45699a23577cd1b6a2fb~mv2.jpg;c7f112_e6fc2a9a79df4f6b85550e11f7a6fef0~mv2.jpg;c7f112_af9f781d542542ce873d52a65d660854~mv2.jpg;c7f112_c991c21b894b476c9f20dbeaa047628e~mv2.jpg,Clarinete Segunda Mano,,Vendido,380.0,,true,PERCENT,0.0,OutOfStock,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buffet Crampon
product_da3930ca-0cab-bd0a-42ae-fb0a7305820b,Product,"Boquilla All Brass modelo ""Hybrid Pesada"" para trompeta","<p>Boquilla para trompeta modelo <strong>Hybrid Pesada</strong> de<strong> All Brass</strong>.&nbsp; &nbsp;</p><p>La copa de la boquilla Hybrid está fabricada en&nbsp;madera (quebracho colorado). La totalidad de la descarga, a partir del grano, en bronce torneado&nbsp;con un baño de plata.</p><p>&nbsp;</p><p>Medidas internas: 1C, 1 1/2C, 2B, 3C</p>",c7f112_ef282b0d3b094b85bd59ebcbf162a269~mv2.jpg;c7f112_2cfbe7a3553b42e586c690c38bc244be~mv2.jpg;c7f112_68f54fe70be7434a87cb281840738018~mv2.jpg;c7f112_2a7e6f4a482a4e408d6e4536e73b4dea~mv2.jpg,Boquillas Trompeta,,,150.0,,true,PERCENT,0.0,0,,,Medida,DROP_DOWN,1C;1 1/2C;2B;3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Brass
product_da3930ca-0cab-bd0a-42ae-fb0a7305820b,Variant,,,,,,,,,true,,,0,,,,,2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_da3930ca-0cab-bd0a-42ae-fb0a7305820b,Variant,,,,,,,,,true,,,0,0.1,,,,1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_da3930ca-0cab-bd0a-42ae-fb0a7305820b,Variant,,,,,,,,,true,,,1,,,,,3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_da3930ca-0cab-bd0a-42ae-fb0a7305820b,Variant,,,,,,,,,true,,,1,0.1,,,,1 1/2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
